id,title,price,location,rooms,square_meters,listing_date,url,scraped_at
EJ-7c5534d80b,Sönmez Gayrimenkul'den Çarşı Merkezinden 3+1 Kiralık Daire,25.000 ₺,"Hatay, Dörtyol",3+1,165 m²,25.06.2026,https://www.emlakjet.com/ilan/sonmez-gayrimenkul-den-carsi-merkezinden-31-kiralik-daire-19524130,2026-06-25 23:46:21
EJ-b54fe0ddfe,╣goped╠ Güllü Cad. Sadece Devlet Memuru Kiralık 110m2 3+1 3.kat,35.000 ₺,"İstanbul, Gaziosmanpaşa",3+1,130 m²,24.06.2026,https://www.emlakjet.com/ilan/goped-gullu-cad-sadece-devlet-memuru-kiralik-110m2-31-3-kat-19518260,2026-06-25 23:46:21
EJ-def11e693a,Etimesgut Kiralik Daire 3+1 Merkezi Konum,32.000 ₺,"Ankara, Etimesgut",3+1,125 m²,23.06.2026,https://www.emlakjet.com/ilan/etimesgut-kiralik-daire-31-merkezi-konum-19515117,2026-06-25 23:46:21
EJ-f331db20c9,Avcılar Tahtakale'de Kiralık,19.000 ₺,"İstanbul, Avcılar",2+1,75 m²,23.06.2026,https://www.emlakjet.com/ilan/avcilar-tahtakale-de-kiralik-19514209,2026-06-25 23:46:21
EJ-25b41e01b7,Ünalan Kiralık 3+1 Daire Yeni Site İçi Otopark Metro Metrobüs,65.000 ₺,"İstanbul, Üsküdar",3+1,106 m²,22.06.2026,https://www.emlakjet.com/ilan/unalan-kiralik-31-daire-yeni-site-ici-otopark-metro-metrobus-19510635,2026-06-25 23:46:21
EJ-ca7f324950,Ok Emlaktan Ana Cad Üzeri Kiralık 3+1 Daire,17.000 ₺,"Mardin, Kızıltepe",3+1,200 m²,22.06.2026,https://www.emlakjet.com/ilan/ok-emlaktan-ana-cad-uzeri-kiralik-31-daire-19509731,2026-06-25 23:46:21
EJ-ec53c18017,Rota’dan Wins Town Avm Yanı Kiralık 2+1 Hazır Daire,30.000 ₺,"Diyarbakır, Kayapınar",2+1,75 m²,22.06.2026,https://www.emlakjet.com/ilan/rota-dan-wins-town-avm-yani-kiralik-21-hazir-daire-19509334,2026-06-25 23:46:21
EJ-6dde4584cc,Sönmez Gayrimenkul'den Çarşı Merkezinde 3+1 Kiralık Daire,18.000 ₺,"Hatay, Dörtyol",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/sonmez-gayrimenkul-den-carsi-merkezinde-31-kiralik-daire-19524128,2026-06-25 23:46:21
EJ-3d5d866dc6,Muğla Bodrum Akyarlar Eşyalı Daire 2t1 Kiralık 85 M2,80.000 ₺,"Muğla, Bodrum",2+1,86 m²,20.06.2026,https://www.emlakjet.com/ilan/mugla-bodrum-akyarlar-esyali-daire-2t1-kiralik-85-m2-19503873,2026-06-25 23:46:21
EJ-b4fdb1a559,Muğla Yeniköy'de 3+1 Kiralık Daire,35.000 ₺,"Muğla, Menteşe",3+1,150 m²,20.06.2026,https://www.emlakjet.com/ilan/mugla-yenikoy-de-31-kiralik-daire-19502964,2026-06-25 23:46:21
EJ-d636e09bc4,Dr Emlak'tan Tosya Yolu Kiralık 2+1,18.000 ₺,"Kastamonu, Merkez",2+1,110 m²,20.06.2026,https://www.emlakjet.com/ilan/dr-emlak-tan-tosya-yolu-kiralik-21-19502653,2026-06-25 23:46:21
EJ-710a29c4ca,Konut Emlaktan Merkezi Lokasyonda Kiralık 3+1 140m2 Daire,16.000 ₺,"Amasya, Merzifon",3+1,145 m²,20.06.2026,https://www.emlakjet.com/ilan/konut-emlaktan-merkezi-lokasyonda-kiralik-31-140m2-daire-19501632,2026-06-25 23:46:21
EJ-2a031c53a7,Erkan Emlaktan Fahri Kayahan Girişinde Kiralık 3+1 Daire,25.000 ₺,"Malatya, Yeşilyurt",3+1,200 m²,20.06.2026,https://www.emlakjet.com/ilan/erkan-emlaktan-fahri-kayahan-girisinde-kiralik-31-daire-19501423,2026-06-25 23:46:21
EJ-db123b2bd1,Cumhuriyet Mahallesi Satılık 2+1 Eşyalı Merkezi Daire,26.000 ₺,"Sakarya, Adapazarı",2+1,60 m²,19.06.2026,https://www.emlakjet.com/ilan/cumhuriyet-mahallesi-satilik-21-esyali-merkezi-daire-19498340,2026-06-25 23:46:21
EJ-1f6a846f45,Troy Gayrimenkul Mehmet'den Altınşehir Yeşilpark'da Kiralık 2+1,19.000 ₺,"Adıyaman, Merkez",2+1,125 m²,19.06.2026,https://www.emlakjet.com/ilan/troy-gayrimenkul-mehmet-den-altinsehir-yesilpark-da-kiralik-21-19497028,2026-06-25 23:46:21
EJ-9e2e6d9135,Troy Gayrimenkul Yunus Ve Emre'den Bahçelievler De Eşyalı 2+1 Kiralık,16.000 ₺,"Adıyaman, Merkez",2+1,110 m²,19.06.2026,https://www.emlakjet.com/ilan/troy-gayrimenkul-yunus-ve-emre-den-bahcelievler-de-esyali-21-kiralik-19496898,2026-06-25 23:46:21
EJ-790d6a03a5,Akif'ten Ayyıldız'da Ahi Mesut Bulvar Üzeri Site'de 3+1 Kiralık Daire,27.000 ₺,"Ankara, Etimesgut",3+1,110 m²,19.06.2026,https://www.emlakjet.com/ilan/akif-ten-ayyildiz-da-ahi-mesut-bulvar-uzeri-site-de-31-kiralik-daire-19496750,2026-06-25 23:46:21
EJ-7eceefd656,Emre'den Alitaşı Mahallesinde 4+1 Kiralık Daire,24.000 ₺,"Adıyaman, Merkez",4+1,230 m²,18.06.2026,https://www.emlakjet.com/ilan/emre-den-alitasi-mahallesinde-41-kiralik-daire-19494244,2026-06-25 23:46:21
EJ-a831f3f04e,Furkan'dan Bahçelievler'de Kiralık Eşyalı 1+1,16.000 ₺,"Adıyaman, Merkez",1+1,90 m²,18.06.2026,https://www.emlakjet.com/ilan/furkan-dan-bahcelievler-de-kiralik-esyali-11-19494243,2026-06-25 23:46:21
EJ-2670c9efbf,Troy Gayrimenkul Emre'den Altınşehirde Kiralık 1+1,16.000 ₺,"Adıyaman, Merkez",1+1,45 m²,18.06.2026,https://www.emlakjet.com/ilan/troy-gayrimenkul-emre-den-altinsehirde-kiralik-11-19494238,2026-06-25 23:46:21
EJ-da5cbf6224,Troy Gayrimenkul'den Altınşehir'de Kiralık 1+1,18.000 ₺,"Adıyaman, Merkez",1+1,45 m²,18.06.2026,https://www.emlakjet.com/ilan/troy-gayrimenkul-den-altinsehir-de-kiralik-11-19494235,2026-06-25 23:46:21
EJ-28439f32ed,Troy Gayrimenkul Furkan Z.'den Yenimahalle De Kiralık 3+1,20.000 ₺,"Adıyaman, Merkez",3+1,176 m²,18.06.2026,https://www.emlakjet.com/ilan/troy-gayrimenkul-furkan-z-den-yenimahalle-de-kiralik-31-19494230,2026-06-25 23:46:21
EJ-43029ce44b,Burhaniye Cumhuriyet Mah. Sıfır 2+1 Kiralık Daire Ayrı Mutfak,25.000 ₺,"Balıkesir, Burhaniye",2+1,84 m²,15.06.2026,https://www.emlakjet.com/ilan/burhaniye-cumhuriyet-mah-sifir-21-kiralik-daire-ayri-mutfak-19482676,2026-06-25 23:46:21
EJ-4bebc6f0a9,Gazipaşa Blv'na Yakın Radyoevi Sokağında 3+1 Kapalı Mutfaklı Güney Doğu Cephe 2 Banyolu Lüx Daire,585.000 ₺,"Adana, Seyhan",3+1,130 m²,15.06.2026,https://www.emlakjet.com/ilan/gazipasa-blv-na-yakin-radyoevi-sokaginda-31-kapali-mutfakli-guney-dogu-cephe-2-banyolu-lux-daire-19480789,2026-06-25 23:46:21
EJ-cdc4bfce26,Eylem Emlak'tan Mersin Silifke Atakent'te 2+1 Kiralık Daire,10.000 ₺,"Mersin, Silifke",2+1,100 m²,15.06.2026,https://www.emlakjet.com/ilan/eylem-emlak-tan-mersin-silifke-atakent-te-21-kiralik-daire-19479584,2026-06-25 23:46:21
EJ-e50a2b5317,Eylem Emlak'tan Mersin Atakentte 2+1 Kiralık Daire,15.000 ₺,"Mersin, Silifke",2+1,100 m²,13.06.2026,https://www.emlakjet.com/ilan/eylem-emlak-tan-mersin-atakentte-21-kiralik-daire-19477219,2026-06-25 23:46:21
EJ-5653116db6,Eylem Emlak'tan Mersin Atakent'te Havuzlu Eşyalı 2+1 Yıllık Kiralık Daire,25.000 ₺,"Mersin, Silifke",2+1,100 m²,13.06.2026,https://www.emlakjet.com/ilan/eylem-emlak-tan-mersin-atakent-te-havuzlu-esyali-21-yillik-kiralik-daire-19477155,2026-06-25 23:46:21
EJ-0ec3489955,Üsküdar Ünalan Kiralık 3+1 Dublex Daire Metro,47.500 ₺,"İstanbul, Üsküdar",2+1,115 m²,12.06.2026,https://www.emlakjet.com/ilan/uskudar-unalan-kiralik-31-dublex-daire-metro-19473828,2026-06-25 23:46:21
EJ-cd8dac15d8,Gültepe Mahalesinde Kiralık Sıfır 1+1 Daire,14.000 ₺,"Batman, Merkez",1+1,50 m²,12.06.2026,https://www.emlakjet.com/ilan/gultepe-mahalesinde-kiralik-sifir-11-daire-19469876,2026-06-25 23:46:21
EJ-0d56a6d410,Çayyolu Konutkent 1 Lüks Eşyalı 1+1 Kiralık,36.000 ₺,"Ankara, Çankaya",1+1,50 m²,11.06.2026,https://www.emlakjet.com/ilan/cayyolu-konutkent-1-luks-esyali-11-kiralik-19469465,2026-06-25 23:46:21
EJ-2b7be8fa01,Harika Lokasyonda Bakımlı Kiralık Daire,25.000 ₺,"Mersin, Yenişehir",3+1,130 m²,11.06.2026,https://www.emlakjet.com/ilan/harika-lokasyonda-bakimli-kiralik-daire-19468328,2026-06-25 23:46:23
EJ-df339299de,Üsküdar Zeynep Kamil Kiralık 1+1 Daire,25.500 ₺,"İstanbul, Üsküdar",1+1,50 m²,11.06.2026,https://www.emlakjet.com/ilan/uskudar-zeynep-kamil-kiralik-11-daire-19466900,2026-06-25 23:46:23
EJ-1c4347cf94,Ataşehir Bakkalköy 2+1 Kiralık Eşyalı Acıbadem Üni. Metro,55.000 ₺,"İstanbul, Ataşehir",2+2,115 m²,11.06.2026,https://www.emlakjet.com/ilan/atasehir-bakkalkoy-21-kiralik-esyali-acibadem-uni-metro-19466897,2026-06-25 23:46:23
EJ-56a09e8fa9,Üsküdar Küçük Çamlıca Kiralık 1+1 Daire Eşyalı,25.000 ₺,"İstanbul, Üsküdar",1+1,70 m²,11.06.2026,https://www.emlakjet.com/ilan/uskudar-kucuk-camlica-kiralik-11-daire-esyali-19466892,2026-06-25 23:46:23
EJ-6ec59412d9,Ünalan Kiralık 2+1 Eşyalı Daire Metro Metrobüs,51.000 ₺,"İstanbul, Üsküdar",2+1,80 m²,10.06.2026,https://www.emlakjet.com/ilan/unalan-kiralik-21-esyali-daire-metro-metrobus-19464262,2026-06-25 23:46:23
EJ-569a15d229,Çorlu Önerler Müstakil Bahçeli Kiralık 2+1 Loft Daire Ofis,50.000 ₺,"Tekirdağ, Çorlu",2+1,200 m²,09.06.2026,https://www.emlakjet.com/ilan/corlu-onerler-mustakil-bahceli-kiralik-21-loft-daire-ofis-19460875,2026-06-25 23:46:23
EJ-3960e25045,Cumhuriyet Gayrimenkulden 2+1 Full Eşyalı Daire,37.000 ₺,"Ankara, Altındağ",2+1,85 m²,05.06.2026,https://www.emlakjet.com/ilan/cumhuriyet-gayrimenkulden-21-full-esyali-daire-19443605,2026-06-25 23:46:23
EJ-2db089d271,Cumhuriyet Gayrimenkulden 3+1 Full Eşyalı Kiralık Daire,42.000 ₺,"Ankara, Çankaya",3+1,160 m²,05.06.2026,https://www.emlakjet.com/ilan/cumhuriyet-gayrimenkulden-31-full-esyali-kiralik-daire-19443538,2026-06-25 23:46:23
EJ-d53577b156,Dragos Drive Sitesi Dubleks 4+2 Deniz Manzaralı Kiralık Daire,140.000 ₺,"İstanbul, Maltepe",4+2,280 m²,04.06.2026,https://www.emlakjet.com/ilan/dragos-drive-sitesi-dubleks-42-deniz-manzarali-kiralik-daire-19439116,2026-06-25 23:46:23
EJ-e84ce44f76,Maltepe Narcity De Kiralık 3+1,92.000 ₺,"İstanbul, Maltepe",3+1,130 m²,30.05.2026,https://www.emlakjet.com/ilan/maltepe-narcity-de-kiralik-31-19423043,2026-06-25 23:46:23
EJ-7bcb099a63,Çolakoğlu Adalıfe | Deniz Ve Adalar Manzaralı | Kiralık 3+1,87.000 ₺,"İstanbul, Maltepe",3+1,145 m²,20.05.2026,https://www.emlakjet.com/ilan/colakoglu-adalife-deniz-ve-adalar-manzarali-kiralik-31-19392568,2026-06-25 23:46:23
EJ-d324b8900d,İzmir Bornova Zafer'de Kiralık 3+1 Lüks Daire,25.000 ₺,"İzmir, Bornova",3+1,120 m²,19.05.2026,https://www.emlakjet.com/ilan/izmir-bornova-zafer-de-kiralik-31-luks-daire-19388525,2026-06-25 23:46:23
EJ-a702d20e24,"Karşıyaka Ordu Bulvarı Üzerine, Site İçinde,önü Açık Kiralık 3+1",38.500 ₺,"İzmir, Karşıyaka",3+1,138 m²,18.05.2026,https://www.emlakjet.com/ilan/karsiyaka-ordu-bulvari-uzerine-site-icinde-onu-acik-kiralik-31-19383482,2026-06-25 23:46:23
EJ-e65cb67205,Delta Gayrimenkul'den Erikliman'da 1+1 Sıfır Kiralık Daire!!,14.500 ₺,"Giresun, Merkez",1+1,80 m²,15.05.2026,https://www.emlakjet.com/ilan/delta-gayrimenkul-den-erikliman-da-11-sifir-kiralik-daire-19372616,2026-06-25 23:46:23
EJ-6eb24190c1,Kocaeli Çayırova Muammeraksoy Cad Cephe Kiralık 3+1 Daire,30.000 ₺,"Kocaeli, Çayırova",3+1,130 m²,08.05.2026,https://www.emlakjet.com/ilan/kocaeli-cayirova-muammeraksoy-cad-cephe-kiralik-31-daire-19345380,2026-06-25 23:46:23
EJ-3b2eca29a3,Deniz Gayrimenkul’den İmam Bakır’da+lüx+ful Eşyalı+güvenlikli Kiralık 1+1 Daire,17.000 ₺,"Şanlıurfa, Haliliye",1+1,65 m²,25.04.2026,https://www.emlakjet.com/ilan/deniz-gayrimenkul-den-imam-bakir-daluxful-esyaliguvenlikli-kiralik-11-daire-19290844,2026-06-25 23:46:23
EJ-ceb5d5e77a,Mezitli Merkez Mah. 1 +1 Kiralık Daire,15.500 ₺,"Mersin, Mezitli",1+1,60 m²,15.04.2026,https://www.emlakjet.com/ilan/mezitli-merkez-mah-1-1-kiralik-daire-19251597,2026-06-25 23:46:23
EJ-563f012f3a,Nusratiye Mah Üç Bloklu Site İçinde 1+1 Eşyalı Kiralık Daire,16.000 ₺,"Tekirdağ, Çorlu",1+1,50 m²,31.03.2026,https://www.emlakjet.com/ilan/nusratiye-mah-uc-bloklu-site-icinde-11-esyali-kiralik-daire-19173342,2026-06-25 23:46:23
EJ-5317928266,Elitist Park Konutları Kiralık 1+1 Daire Otoparklı Güvenlikli,32.000 ₺,"İstanbul, Küçükçekmece",1+1,63 m²,30.03.2026,https://www.emlakjet.com/ilan/elitist-park-konutlari-kiralik-11-daire-otoparkli-guvenlikli-19169036,2026-06-25 23:46:23
EJ-32012f3482,Mersin Mezitli Kuyuluk Gözen Lıfe Sıfır 2+1 Kiralık,28.000 ₺,"Mersin, Mezitli",2+1,98 m²,26.02.2026,https://www.emlakjet.com/ilan/mersin-mezitli-kuyuluk-gozen-life-sifir-21-kiralik-19064372,2026-06-25 23:46:23
EJ-7da8d6294f,Üçkuyular Demokrasi Üniversitesi Çevresi Eşyalı Kiralık Daire,28.000 ₺,"İzmir, Karabağlar",3+1,95 m²,29.01.2026,https://www.emlakjet.com/ilan/uckuyular-demokrasi-universitesi-cevresi-esyali-kiralik-daire-18922729,2026-06-25 23:46:23
EJ-c357fb8f26,Ful Eşyalı 1+0 Kiralık Daire,25.000 ₺,"Balıkesir, Ayvalık",N/A,45 m²,17.05.2025,https://www.emlakjet.com/ilan/ful-esyali-10-kiralik-daire-17358367,2026-06-25 23:46:23
EJ-a4fa52fade,Balıkesir Burhaniye Ören Tatil Pansiyon,5.000 ₺,"Balıkesir, Burhaniye",1+1,45 m²,17.04.2025,https://www.emlakjet.com/ilan/balikesir-burhaniye-oren-tatil-pansiyon-17171497,2026-06-25 23:46:23
EJ-338c9e02c1,Akçay Merkezde Eşyalı Kiralık 2+1 Daire,25.000 ₺,"Balıkesir, Edremit",2+1,95 m²,13.02.2025,https://www.emlakjet.com/ilan/akcay-merkezde-esyali-kiralik-21-daire-16821169,2026-06-25 23:46:23
EJ-dc1f1e7706,Doğan Aslan'dan Yunuselide 2+1 Kiralık Daire,25.000 ₺,"Bursa, Osmangazi",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/dogan-aslan-dan-yunuselide-21-kiralik-daire-19524802,2026-06-25 23:46:23
EJ-c7387e8f10,Saadet Korkmaz'dan Salimbey'de Eşyalı Kiralık 1+1 Arakat Daire,26.000 ₺,"İzmir, Dikili",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/saadet-korkmaz-dan-salimbey-de-esyali-kiralik-11-arakat-daire-19524799,2026-06-25 23:46:23
EJ-4b9ec69d65,Metin Yıldız Emlak Tan Kiralık 3+1 Lüks Site Seyrantepe Karaköprü Arakat,27.000 ₺,"Şanlıurfa, Karaköprü",3+1,185 m²,25.06.2026,https://www.emlakjet.com/ilan/metin-yildiz-emlak-tan-kiralik-31-luks-site-seyrantepe-karakopru-arakat-19524792,2026-06-25 23:46:23
EJ-d1b969f968,"Zafer Mahallesi'nde 3+1 Cadde Üstü, Ara Kat, Çift Cephe Kiralık!",18.000 ₺,"Aydın, Efeler",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/zafer-mahallesi-nde-31-cadde-ustu-ara-kat-cift-cephe-kiralik-19524779,2026-06-25 23:46:23
EJ-753aa95177,Bağlıca Sınırı Villalık Parselde Eşyalı 3+1 Full Kiralık Daire,36.000 ₺,"Ankara, Etimesgut",3+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/baglica-siniri-villalik-parselde-esyali-31-full-kiralik-daire-19524774,2026-06-25 23:46:23
EJ-528ee53f94,Dumlupınar Nilüfer'de Kiralık 2+1 Sıfır Daire,16.500 ₺,"Bursa, Nilüfer",2+1,65 m²,25.06.2026,https://www.emlakjet.com/ilan/dumlupinar-nilufer-de-kiralik-21-sifir-daire-19524765,2026-06-25 23:46:23
EJ-d05da3d33d,Demirlan'dan Kiralık Konak Rezidans'ta 1+1 Eşyalı Daire,16.000 ₺,"Kütahya, Merkez",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/demirlan-dan-kiralik-konak-rezidans-ta-11-esyali-daire-19524756,2026-06-25 23:46:25
EJ-80bfcbb2e8,Mezitli Merkez Site D.gaz Aylık 2 Banyo Genıs Kiralık,29.000 ₺,"Mersin, Mezitli",2.5+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/mezitli-merkez-site-d-gaz-aylik-2-banyo-genis-kiralik-19524749,2026-06-25 23:46:25
EJ-0d24477360,Mezitli Plazada 4+1 Site Havz Jenrtr Otopark Kiralık Daire,40.000 ₺,"Mersin, Mezitli",4+1,200 m²,25.06.2026,https://www.emlakjet.com/ilan/mezitli-plazada-41-site-havz-jenrtr-otopark-kiralik-daire-19524738,2026-06-25 23:46:25
EJ-671ec7ebfa,Sinan Mahallesinde 3. Katta Geniş 2+1 Kiralık Daire Depozito Yok,24.000 ₺,"Antalya, Muratpaşa",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/sinan-mahallesinde-3-katta-genis-21-kiralik-daire-depozito-yok-19524734,2026-06-25 23:46:25
EJ-4062ee6a3e,Çiğli Ataşehirde Kiralık 3+1 Yüksek Giriş Daire Kiralıktır.,38.000 ₺,"İzmir, Çiğli",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/cigli-atasehirde-kiralik-31-yuksek-giris-daire-kiraliktir-19524728,2026-06-25 23:46:25
EJ-f378d3857c,Karamanda 2 Balkonlu Ön Cephe Kiralık Daire,18.000 ₺,"Denizli, Merkezefendi",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/karamanda-2-balkonlu-on-cephe-kiralik-daire-19524711,2026-06-25 23:46:25
EJ-e9d04f7d59,Sinan Mahallesi 2. Katta Ara Kat 3+1 Kiralık Daire Depozito Yok,25.000 ₺,"Antalya, Muratpaşa",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/sinan-mahallesi-2-katta-ara-kat-31-kiralik-daire-depozito-yok-19524708,2026-06-25 23:46:25
EJ-34206d2096,Kiralık 3+1 Daire,14.000 ₺,"Düzce, Cumayeri",3+1,105 m²,25.06.2026,https://www.emlakjet.com/ilan/kiralik-31-daire-19524706,2026-06-25 23:46:25
EJ-895d0bedc8,Terme Çay Mah Mavi Sok 3+1 Kiralık Daire,20.000 ₺,"Samsun, Terme",3+1,142 m²,25.06.2026,https://www.emlakjet.com/ilan/terme-cay-mah-mavi-sok-31-kiralik-daire-19524700,2026-06-25 23:46:25
EJ-7ea480cef0,Aykaçlı Yapı Gayrimenkulden 2+1 Kiralık Daire,16.000 ₺,"İzmir, Buca",2+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/aykacli-yapi-gayrimenkulden-21-kiralik-daire-19524686,2026-06-25 23:46:25
EJ-56828825e6,Fa Emlak'tan İnönü Mah.muhteşem Deniz Manzaralı Kiralık4+1daire,50.000 ₺,"Mersin, Yenişehir",4+1,245 m²,25.06.2026,https://www.emlakjet.com/ilan/fa-emlak-tan-inonu-mah-muhtesem-deniz-manzarali-kiralik41daire-19524674,2026-06-25 23:46:25
EJ-bff5eba4f7,Fa'dan Marina Sitesinin En Güzel Konumlu Denize Sıfır Köşe Daire,95.000 ₺,"Mersin, Yenişehir",4+1,250 m²,25.06.2026,https://www.emlakjet.com/ilan/fa-dan-marina-sitesinin-en-guzel-konumlu-denize-sifir-kose-daire-19524673,2026-06-25 23:46:25
EJ-5453e8087b,"Bahçelievler Yayla'da Bahçeli, Kapalı Otoparklı 4+1 Daire",58.000 ₺,"İstanbul, Bahçelievler",4+1,145 m²,25.06.2026,https://www.emlakjet.com/ilan/bahcelievler-yayla-da-bahceli-kapali-otoparkli-41-daire-19524667,2026-06-25 23:46:25
EJ-46f304dbe4,Kağıthane Yahya Kemal'de 1+1 Eşyalı Kiralık Daire,32.000 ₺,"İstanbul, Kağıthane",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/kagithane-yahya-kemal-de-11-esyali-kiralik-daire-19524663,2026-06-25 23:46:25
EJ-43cbe2b9a5,Buca Yenigün Mah Teraslı Doğalgazlı Kiralık Daire,20.000 ₺,"İzmir, Buca",2+0,100 m²,25.06.2026,https://www.emlakjet.com/ilan/buca-yenigun-mah-terasli-dogalgazli-kiralik-daire-19524661,2026-06-25 23:46:25
EJ-af0ceb2bef,Yıldız Gayrimenkulden Kiralık Daireler,27.000 ₺,"Trabzon, Akçaabat",3+1,165 m²,25.06.2026,https://www.emlakjet.com/ilan/yildiz-gayrimenkulden-kiralik-daireler-19524655,2026-06-25 23:46:25
EJ-356128ab28,Halkalı Merkezde Meydanda 2+1 Kiralık Sahibinden Daire,20.000 ₺,"İstanbul, Küçükçekmece",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/halkali-merkezde-meydanda-21-kiralik-sahibinden-daire-19524654,2026-06-25 23:46:25
EJ-c9a939030f,Toki Konutlarında 2+1 Kiralık Daire,19.000 ₺,"Sakarya, Karasu",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/toki-konutlarinda-21-kiralik-daire-19524649,2026-06-25 23:46:25
EJ-008d84df6d,Etimesgut Kaymakamlık-hastane-tren Dibi 2+1 Kiralık Daire,22.000 ₺,"Ankara, Etimesgut",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/etimesgut-kaymakamlik-hastane-tren-dibi-21-kiralik-daire-19524646,2026-06-25 23:46:25
EJ-4cdcf6ccfe,* Full Eşyalı* Dikimevi* Metro Yakını * 3+1*,40.000 ₺,"Ankara, Mamak",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/full-esyali-dikimevi-metro-yakini-31-19524644,2026-06-25 23:46:25
EJ-fb37398b13,Tokide Okul Dibinde Yüksek Giriş 2+1 Temiz Daire,13.500 ₺,"Ankara, Akyurt",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/tokide-okul-dibinde-yuksek-giris-21-temiz-daire-19524635,2026-06-25 23:46:25
EJ-0f68a9112c,Akhisar Ulucami Fahri Sertel Emlaktan Kiralık 2+1 Daire,18.500 ₺,"Manisa, Akhisar",2+1,95 m²,25.06.2026,https://www.emlakjet.com/ilan/akhisar-ulucami-fahri-sertel-emlaktan-kiralik-21-daire-19524633,2026-06-25 23:46:25
EJ-7f7ee48e41,Eşyalı Tüm Faturalar Dahil 1+1 Daire,28.000 ₺,"İstanbul, Zeytinburnu",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/esyali-tum-faturalar-dahil-11-daire-19524629,2026-06-25 23:46:25
EJ-99138bd1f7,Sümbüller'den Üniversite Yakını Eşyalı 2+0 Daire,12.500 ₺,"Eskişehir, Tepebaşı",2+0,60 m²,25.06.2026,https://www.emlakjet.com/ilan/sumbuller-den-universite-yakini-esyali-20-daire-19524619,2026-06-25 23:46:25
EJ-af060dbc37,"Hatay Nokta'da Kiralık 2+1,90m2,full Eşyalı Daire (metro Yakını)",30.000 ₺,"İzmir, Konak",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/hatay-nokta-da-kiralik-21-90m2-full-esyali-daire-metro-yakini-19524615,2026-06-25 23:46:25
EJ-99f847efe3,Nilüfer Demircide 3+1 Kiralık Daire,28.500 ₺,"Bursa, Nilüfer",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/nilufer-demircide-31-kiralik-daire-19524610,2026-06-25 23:46:25
EJ-d4341db4d3,Yıldırım Değirmenönünde 3+1 Ara Kat Sıfır Kiralık Daire,32.500 ₺,"Bursa, Yıldırım",3+1,145 m²,25.06.2026,https://www.emlakjet.com/ilan/yildirim-degirmenonunde-31-ara-kat-sifir-kiralik-daire-19524607,2026-06-25 23:46:25
EJ-cdf29dd6af,Rs Mutlu Kızılcıklı'da Kiralık 3+1 Daire,35.000 ₺,"Bursa, Nilüfer",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/rs-mutlu-kizilcikli-da-kiralik-31-daire-19524606,2026-06-25 23:46:25
EJ-a675a98de5,Sağlam'dan Kıyıboyu Tokilerde Kaçırılmayacak 2+1 Kiralık Daire,23.000 ₺,"Adana, Seyhan",2+1,125 m²,25.06.2026,https://www.emlakjet.com/ilan/saglam-dan-kiyiboyu-tokilerde-kacirilmayacak-21-kiralik-daire-19524604,2026-06-25 23:46:25
EJ-5596be95fd,Sağlam'dan Bahçeşehir'de 2+1 Kiralık Daire,18.500 ₺,"Adana, Seyhan",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/saglam-dan-bahcesehir-de-21-kiralik-daire-19524602,2026-06-25 23:46:25
EJ-55c20d0297,Hastane Okul Metro Yakını Eşyalı Kiralık Daire,24.000 ₺,"Ankara, Keçiören",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/hastane-okul-metro-yakini-esyali-kiralik-daire-19524571,2026-06-25 23:46:27
EJ-3d35b597a0,Bağcılar Meydanda Boş 2+1 Kiralık Mülk Sahibinden Daire,20.000 ₺,"İstanbul, Bağcılar",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/bagcilar-meydanda-bos-21-kiralik-mulk-sahibinden-daire-19524568,2026-06-25 23:46:27
EJ-b31d4e4e2e,Eab’den Aydın / Efeler Cuma Mahallesi’nde Eşyalı Kiralık 1+1 Daire,15.000 ₺,"Aydın, Efeler",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/eab-den-aydin-efeler-cuma-mahallesi-nde-esyali-kiralik-11-daire-19524556,2026-06-25 23:46:27
